iter,Species,n_train,n_test,a0,a_DBH_cm,a_H_m,a_BA_sq_m_sq_m,SE_a0,SE_a_DBH_cm,SE_a_H_m,SE_a_BA_sq_m_sq_m,CI95_lo_a0,CI95_hi_a0,CI95_lo_a_DBH_cm,CI95_hi_a_DBH_cm,CI95_lo_a_H_m,CI95_hi_a_H_m,CI95_lo_a_BA_sq_m_sq_m,CI95_hi_a_BA_sq_m_sq_m,success
1,Alder,92,23,0.03152948576113077,0.13743849745570882,0.7195988014494249,1.1253639943454543,0.011942654848344178,0.12479428240550268,0.2247342629474019,0.07301498487149316,0.0077959688218395655,0.055263002700421976,-0.11056391515762531,0.38544091006904296,0.2729866784137502,1.1662109244850996,0.9802620549295349,1.2704659337613737,True
1,Aspen,53,13,0.29950258287893927,0.48527866285422006,-0.3287719107594168,1.0540336481632069,0.18124300244825203,0.3061851510236735,0.47064708728784954,0.09588758260405834,-0.06471886674402216,0.6637240325019007,-0.13002343461963073,1.1005807603280708,-1.274572642800083,0.6170288212812494,0.8613403366139067,1.246726959712507,True
1,Birch,96,24,0.19868912630938107,-0.11572624589013927,0.5502036834444576,0.9737726709920312,0.13343319376645452,0.2658714473127853,0.37104763827877385,0.17598322515570308,-0.06632071405726309,0.4636989666760252,-0.6437698894660554,0.4123173976857769,-0.18672895387804755,1.2871363207669626,0.6242547954973594,1.323290546486703,True
1,Oak,54,13,0.10175453987464118,-0.1438498060020527,0.7757682185619866,1.0878396354929312,0.02833275117458642,0.09958994249076057,0.15543549413977908,0.07151401402021108,0.04484653433204208,0.15866254541724029,-0.34388209246546064,0.05618248046135524,0.4635668404636489,1.0879695966603244,0.9441995109897346,1.2314797599961278,True
1,Pine,297,74,0.1569919720090702,-0.6686614318408411,1.339313528235077,0.6147358925064141,0.03342677783821586,0.13421375157295876,0.17001108411169702,0.07165319406350479,0.09120494940137225,0.22277899461676814,-0.9328066375716686,-0.4045162261100137,1.0047158267112253,1.6739112297589287,0.47371571040617144,0.7557560746066568,True
1,Spruce,6,1,0.10879112766962279,0.10768724797144624,1.0879056110251792,0.6737215350420861,0.22634355725106586,0.2927736110473425,1.3668103165005538,1.8962464794276757,-0.8650865967858108,1.0826688521250563,-1.1520159287843987,1.367390424727291,-4.7930045282427765,6.9688157502931345,-7.485168555844101,8.832611625928273,True
2,Alder,92,23,0.038757563633664435,0.11299593026790275,0.5907677909407416,1.1990708642029764,0.016041255187048555,0.1350172266755593,0.24261549924974626,0.08590782677546027,0.006878939781272422,0.07063618748605645,-0.15532243588204878,0.3813142964178543,0.10862046823076676,1.0729151136507165,1.0283471107424325,1.3697946176635203,True
2,Aspen,53,13,0.6447300926475883,0.795475212107881,-0.8438354062626903,1.0175460954708726,0.3928027815798596,0.3019591994807567,0.4579926326683026,0.11265062431213081,-0.144636650290783,1.4340968355859596,0.18866548220798385,1.402284942007778,-1.7642060596605393,0.07653524713515869,0.7911661904060654,1.2439260005356798,True
2,Birch,96,24,0.18460580893166106,-0.1661899872865046,0.6413824431216686,0.9561319972712181,0.1263361606426189,0.26856707270850055,0.3670083121126035,0.1792673020331273,-0.06630871105678421,0.43552032892010634,-0.6995873755764768,0.3672074010034676,-0.08752774377250283,1.37029263001584,0.6000916616264784,1.3121723329159578,True
2,Oak,54,13,0.15115434025128843,0.04908021719294912,0.4577140906908035,1.0739834653171894,0.03392698852813077,0.07015774555626711,0.13963578558362788,0.06999182762846347,0.08300997829697337,0.2192987022056035,-0.09183576192853787,0.1899961963144361,0.17724736118145962,0.7381808202001474,0.9334007421614532,1.2145661884729255,True
2,Pine,297,74,0.1807591537627835,-0.5738883873443335,1.2503476506728821,0.5687407434193685,0.03539803848159845,0.11592182418305341,0.1507039510508828,0.06439623859335881,0.11109250598931167,0.2504258015362554,-0.8020333705421265,-0.34574340414654037,0.9537481913161078,1.5469471100296563,0.4420029278663357,0.6954785589724013,True
2,Spruce,6,1,0.064790675782989,0.09648750383430778,0.7790454646623465,1.118362993458593,0.05966354184007069,0.28085494730269256,0.19598622385393394,0.3984306287830405,-0.19192082537853114,0.3215021769445091,-1.1119338018262883,1.304908809494904,-0.06421519638562145,1.6223061257103144,-0.5959456390693063,2.8326716259864924,True
3,Alder,92,23,0.04182593364077258,0.18204883049411136,0.5510729687874795,1.1446631967013972,0.016006357126985764,0.1305744699917591,0.2288121040612202,0.08326155212838764,0.010016662349445628,0.07363520493209955,-0.07744049032621309,0.4415381513144358,0.0963569934359218,1.005788944139037,0.9791983580265404,1.3101280353762539,True
3,Aspen,53,13,0.48273845067907306,0.7079509850940322,-0.6395662835192575,0.9972757793183349,0.2830891926696341,0.2882646320850546,0.4427829061726506,0.11879110109717342,-0.08615058080873195,1.051627482166878,0.1286615187157356,1.2872404514723288,-1.5293718471879356,0.25023928014942076,0.7585561241621391,1.2359954344745305,True
3,Birch,96,24,0.1977255621163354,-0.24755714662888179,0.90760140165705,0.7428226171046877,0.13905398802447813,0.2939267918079931,0.40230989385927246,0.16606564852719835,-0.0784476608165669,0.4738987850492377,-0.8313211260240803,0.33620683276631674,0.10857922628908756,1.7066235770250127,0.41300190484920346,1.0726433293601718,True
3,Oak,54,13,0.12409591161593787,-0.040234802022165034,0.6304573310500883,1.061588350069346,0.030637562274656492,0.06948742791796882,0.12722218424056564,0.06906610804793714,0.06255855673662206,0.1856332664952537,-0.1798044085432461,0.09933480449891605,0.3749240536323383,0.8859906084678382,0.9228649894123261,1.2003117107263659,True
