metric,count,mean,std,min,max,q2.5,q15.9,q25,q50,q75,q84.1,q97.5
R2_train_all,200,0.8055627864668586,0.01155139680353042,0.7623294440232485,0.84281627941421,0.7861199667247674,0.7943770474689601,0.7982199941499614,0.8055706059822513,0.8126542111098225,0.816582967270442,0.8282678124178409
R2_train_all_pct,200,80.55627864668585,1.155139680353042,76.23294440232485,84.281627941421,78.61199667247674,79.437704746896,79.82199941499613,80.55706059822512,81.26542111098226,81.6582967270442,82.82678124178409
RMSE_train_all,200,5.040790528846209,0.12438501482616553,4.568923117888965,5.275691346330118,4.737500714335211,4.932239055893603,4.971563819627667,5.0510537578739845,5.131732923018344,5.155688594108276,5.228038474059663
rRMSE_train_all,200,0.3660442481220592,0.009360351668109371,0.3241656971331685,0.3918963792109595,0.34395992618328186,0.35751502261216594,0.36143007552794404,0.36641527851836486,0.3722412691465787,0.37520305465773507,0.3808139946636875
Bias_train_all,200,-0.03277611163728726,0.010478193089953191,-0.0588929943025933,-0.0042008361941735,-0.05145025384789556,-0.04392146564961149,-0.04045343389707457,-0.03240583585262915,-0.026064588225871124,-0.022659236025873303,-0.010829843874763831
rBias_train_all,200,-0.0023802213516551426,0.0007624079212852102,-0.0042432651198931,-0.0003107475195932,-0.00378254090906218,-0.0031879958778522374,-0.00292034468470745,-0.00235195272094395,-0.0018987558500304,-0.0016461672661309335,-0.0007715232963905473
PBIAS_train_all_pct,200,-0.238022135165519,0.07624079212852072,-0.4243265119893176,-0.0310747519593232,-0.3782540909062183,-0.3187995877852316,-0.2920344684707513,-0.2351952720944014,-0.18987558500304885,-0.16461672661309845,-0.07715232963905751
R2_test_all,200,0.7779627116670192,0.05024289352331953,0.6074717946501231,0.9028015764835112,0.6670345124922121,0.7278375302941589,0.7499890940161642,0.7836061568483511,0.8133395466585811,0.8267384799301012,0.8547770408474212
R2_test_all_pct,200,77.79627116670193,5.0242893523319525,60.74717946501232,90.28015764835114,66.70345124922122,72.78375302941589,74.99890940161642,78.36061568483511,81.33395466585812,82.67384799301011,85.47770408474211
RMSE_test_all,200,5.267018881148216,0.4733594965729006,4.172151874330922,6.846465345027436,4.480337131925562,4.810455577220724,4.927137718730643,5.245340061572172,5.566162463479144,5.692173114256206,6.364076414721023
rRMSE_test_all,200,0.38471393876148896,0.03635468203739965,0.2815727989626147,0.5512901125698499,0.3225212909607071,0.34779540950079413,0.3629754785243236,0.3846254272880886,0.4040672050567961,0.41550743180841854,0.46056847041970517
Bias_test_all,200,-0.03291727986580624,0.41515351373409815,-0.96321473807784,1.274738946704527,-0.8531233916890241,-0.45262443899951965,-0.3099819494933595,-0.03721394450997215,0.2542089257014295,0.3562652422159071,0.7703182822329067
rBias_test_all,200,-0.0016697055053276789,0.030353367948160754,-0.0681047768496561,0.1023402305498738,-0.058656268266833,-0.031275391238935475,-0.022306411364428125,-0.00259336507028775,0.018691895887721723,0.027215583474174875,0.06203660913530315
PBIAS_test_all_pct,200,-0.16697055053276788,3.0353367948160797,-6.810477684965612,10.234023054987384,-5.865626826683309,-3.1275391238935515,-2.2306411364428183,-0.2593365070287752,1.8691895887721781,2.721558347417495,6.203660913530322
n_train_all,200,674.0,0.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0,674.0
n_test_all,200,168.0,0.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0,168.0
