Groups,Species,Species_ID,Origin,Origin_ID,SI,A_years,H_m,DBH_cm,N_trees,RS(P),BA_sq_m_ha,GS_cub_m,ALL_STEM_t_ha,Stem_wood_t_ha,Stem_bark_t_ha,Crown_t_ha,Foliage_t_ha,LN_GS_cub_m,LN_ALL_STEM_t_ha,LN_Stem_wood_t_ha,LN_Stem_bark_t_ha,LN_Crown_t_ha,LN_Foliage_t_ha
2,Pine,0,a,1,0,35,18.1,16.3,1667,0.89,34.7,339.6,139.4,128.9,10.4,8.67,7.12,5.83,4.94,4.86,2.34,2.16,1.96
2,Pine,0,a,1,0,30,15.2,14.5,2453,1.13,40.4,300.3,116.5,103.5,13,10.51,7.88,5.70,4.76,4.64,2.56,2.35,2.06
2,Pine,0,a,1,0,28,14.2,14.2,2213,1.02,35.2,251.4,93.5,83,10.6,9.05,5.96,5.53,4.54,4.42,2.36,2.20,1.79
2,Pine,0,a,1,0,26,13.7,12,3217,1.08,36.4,246,99.2,88.4,10.8,8.83,6.46,5.51,4.60,4.48,2.38,2.18,1.87
2,Pine,0,a,1,0,40,19.3,15.8,1670,0.81,32.7,304.3,124,113.7,10.2,4.17,3.55,5.72,4.82,4.73,2.32,1.43,1.27
2,Pine,0,a,1,1,18,8.4,11.7,2691,1.21,29.9,122.1,40.2,35.5,4.7,7.55,6.2,4.80,3.69,3.57,1.55,2.02,1.82
2,Pine,0,a,1,2,28,12.1,12.9,2380,0.99,31.2,188.9,70,62.9,7.1,5.87,4.32,5.24,4.25,4.14,1.96,1.77,1.46
2,Aspen,4,n,0,0,12,7.3,4,15222,0.86,19.6,87.1,36.7,28.7,8,7.7,3.56,4.47,3.60,3.36,2.08,2.04,1.27
2,Birch,2,n,0,-2,34,21,20.1,983,1.05,31.2,257,134.2,108.3,25.9,6.73,2.13,5.55,4.90,4.68,3.25,1.91,0.76
2,Birch,2,n,0,-1,57,24.8,26,637,1.05,33.8,267.8,139.7,124.8,14.9,8.29,1.51,5.59,4.94,4.83,2.70,2.12,0.41
2,Birch,2,a,1,-1,24,14.4,11.7,1815,0.83,19.5,117.8,61.5,51.3,10.2,10.24,3.76,4.77,4.12,3.94,2.32,2.33,1.32
2,Birch,2,a,1,-1,44,22.5,25.3,633,1.04,31.8,370.5,193.5,154.6,38.8,5.7,1.48,5.91,5.27,5.04,3.66,1.74,0.39
2,Birch,2,n,0,0,57,23.6,26.5,493,0.87,27.3,275.3,143.6,128,15.7,8.63,0.99,5.62,4.97,4.85,2.75,2.16,-0.01
2,Birch,2,a,1,0,59,25.6,30.7,376,0.85,27.8,269.1,140.4,124.7,15.7,4.22,0.74,5.60,4.94,4.83,2.75,1.44,-0.30
2,Birch,2,n,0,-2,36,27.5,18.2,545,0.72,24.2,214.8,105.7,97.3,8.4,6.07,1.12,5.37,4.66,4.58,2.13,1.80,0.11
2,Aspen,4,n,0,1,13,8.1,4.6,7926,0.58,13,66.7,23.5,19.2,4.3,7.05,1.16,4.20,3.16,2.95,1.46,1.95,0.15
2,Aspen,4,n,0,0,35,20.9,18.7,994,0.74,27.2,340,163.4,142.4,20.9,31.81,3.88,5.83,5.10,4.96,3.04,3.46,1.36
2,Aspen,4,n,0,1,7,2.8,1.9,26200,0.81,6.9,21.1,8.2,6.6,1.6,3.05,2.4,3.05,2.10,1.89,0.47,1.12,0.88
2,Aspen,4,n,0,-1,10,8.1,4.2,15737,0.95,22.1,103.5,37.5,31.6,5.9,4.87,4.34,4.64,3.62,3.45,1.77,1.58,1.47
2,Aspen,4,n,0,0,12,7.7,4.6,11950,0.88,19.5,88.1,35.1,26.2,8.9,10.83,3.92,4.48,3.56,3.27,2.19,2.38,1.37
2,Aspen,4,n,0,-1,16,12.8,10.2,2000,0.58,16.3,100,40.5,33.3,7.2,13.09,3.07,4.61,3.70,3.51,1.97,2.57,1.12
2,Pine,0,a,1,1,41,18.1,19.5,1008,0.77,30.1,267.6,109.8,101.6,8.2,11.5,6.09,5.59,4.70,4.62,2.10,2.44,1.81
2,Pine,0,a,1,3,13,5,6.2,3322,0.6,10.1,32.2,12.6,10.3,2.2,6.69,7.37,3.47,2.53,2.33,0.79,1.90,2.00
2,Pine,0,a,1,4,10,3.5,4.1,4052,0.53,5.4,16,6.3,5.4,0.9,3.63,4.3,2.77,1.84,1.69,-0.11,1.29,1.46
2,Pine,0,a,1,0,27,13.6,15.3,1531,0.84,28.2,202.3,82.3,74.7,7.6,7.56,7.38,5.31,4.41,4.31,2.03,2.02,2.00
2,Pine,0,a,1,1,18,8.7,10,2286,0.7,17.8,84.6,33.8,29.4,4.4,10.79,6.59,4.44,3.52,3.38,1.48,2.38,1.89
2,Pine,0,a,1,2,15,6.3,7.4,3182,0.69,13.8,51.9,20.3,16.8,3.5,7.23,6.14,3.95,3.01,2.82,1.25,1.98,1.81
2,Pine,0,a,1,0,31,15.9,16.2,1518,0.85,31.3,262.6,107.7,99.5,8.2,9.31,5.94,5.57,4.68,4.60,2.10,2.23,1.78
2,Birch,2,n,0,-1,10,7.9,3.6,15967,1,16.7,83.3,43.2,35.5,7.7,5.29,3,4.42,3.77,3.57,2.04,1.67,1.10
2,Alder,3,a,1,0,72,27.3,31.2,380,0.73,29,378.6,168.1,142.3,25.7,10.88,1.8,5.94,5.12,4.96,3.25,2.39,0.59
2,Alder,3,a,1,-1,20,16,12.9,1773,0.9,23.2,194.1,78.6,66.5,12.1,7.46,3.53,5.27,4.36,4.20,2.49,2.01,1.26
2,Alder,3,a,1,-1,41,21.9,21.7,922,1.03,34.3,382.5,180.7,158,22.7,8.4,2.68,5.95,5.20,5.06,3.12,2.13,0.99
2,Alder,3,a,1,-2,30,18.1,18.9,1035,1,29,286.4,126,109.4,16.6,7.99,2.18,5.66,4.84,4.70,2.81,2.08,0.78
2,Alder,3,a,1,-1,52,25.1,29.4,422,0.77,28.7,367.2,157.3,136.4,20.9,14.53,2.45,5.91,5.06,4.92,3.04,2.68,0.90
2,Pine,0,a,1,1,26,12.3,10.3,3263,0.85,29.9,189.4,77.5,71.1,6.3,12.95,7.7,5.24,4.35,4.26,1.84,2.56,2.04
2,Pine,0,a,1,1,26,11.6,10.1,2606,0.77,23.6,153.8,62,55.1,6.8,9.86,7.13,5.04,4.13,4.01,1.92,2.29,1.96
2,Pine,0,a,1,-1,43,21.8,24.3,769,0.8,35.5,378.8,156.4,146.5,9.9,34.06,7.84,5.94,5.05,4.99,2.29,3.53,2.06
2,Pine,0,a,1,2,50,18.6,20.3,823,0.67,26.7,263.2,108.2,100.4,7.8,17.86,8.19,5.57,4.68,4.61,2.05,2.88,2.10
2,Pine,0,a,1,2,24,10.7,8.6,3969,0.8,23.2,138.9,56.2,50.3,5.8,6.6,5.35,4.93,4.03,3.92,1.76,1.89,1.68
2,Pine,0,a,1,1,33,15.1,16.1,1353,0.8,27.6,218.8,89.2,81.4,7.8,9.12,6.82,5.39,4.49,4.40,2.05,2.21,1.92
2,Pine,0,a,1,3,10,4,4.7,2688,0.37,4.7,13.5,5.4,4.6,0.8,2.94,1.72,2.60,1.69,1.53,-0.22,1.08,0.54
2,Pine,0,a,1,2,25,10.9,12.2,1321,0.52,15.4,87.5,35.5,32,3.5,10.33,5.24,4.47,3.57,3.47,1.25,2.34,1.66
2,Pine,0,a,1,2,29,12.5,13.2,1707,0.7,23.4,169.4,68.4,61.3,7.2,11.25,6.53,5.13,4.23,4.12,1.97,2.42,1.88
2,Pine,0,a,1,2,21,9.5,9.2,2975,0.7,19.6,133.6,51.9,42.4,9.5,10.21,5.98,4.89,3.95,3.75,2.25,2.32,1.79
2,Pine,0,a,1,1,43,18.9,20.9,763,0.66,26.3,250.6,102.6,94.5,8.1,17,5.6,5.52,4.63,4.55,2.09,2.83,1.72
2,Pine,0,a,1,0,32,16.7,17.4,1540,0.98,36.7,314.1,129.3,120.4,8.9,14.99,8.8,5.75,4.86,4.79,2.19,2.71,2.17
2,Pine,0,a,1,3,15,6.1,7.3,3200,0.69,13.5,49,20.3,17.9,2.4,4.92,4.13,3.89,3.01,2.88,0.88,1.59,1.42
2,Pine,0,a,1,3,17,6.5,7.3,3380,0.7,14.3,53.1,21,17.9,3.1,4.2,3.17,3.97,3.04,2.88,1.13,1.44,1.15
2,Oak,5,n,0,0,103,33.8,47.6,93,0.37,16.6,270.5,136.1,122,14.2,36.87,5.1,5.60,4.91,4.80,2.65,3.61,1.63
2,Oak,5,n,0,2,32,9.5,9.9,1147,0.53,8.8,49.1,29.9,24.7,5.2,9.23,2.95,3.89,3.40,3.21,1.65,2.22,1.08
2,Oak,5,n,0,3,69,17.4,21.9,270,0.35,10.2,76.7,39.9,35.5,4.4,22.65,6.01,4.34,3.69,3.57,1.48,3.12,1.79
2,Oak,5,n,0,1,28,12.9,12.2,508,0.25,5.9,36.1,20.1,17.6,2.5,4.49,1.41,3.59,3.00,2.87,0.92,1.50,0.34
2,Birch,2,a,1,1,45,20.8,16.7,958,0.71,21.1,205.4,107.7,89.3,18.4,11.49,3.64,5.32,4.68,4.49,2.91,2.44,1.29
2,Birch,2,a,1,1,45,21.2,19,683,0.66,19.4,167.1,92.1,74.2,17.9,13.65,4.3,5.12,4.52,4.31,2.88,2.61,1.46
2,Birch,2,a,1,1,45,21.5,19.4,438,0.43,12.9,120,67.9,55,12.9,10.82,2.64,4.79,4.22,4.01,2.56,2.38,0.97
2,Birch,2,n,0,1,22,12.9,7,3400,0.58,13,96.5,42.3,32.4,9.9,7.29,3.59,4.57,3.74,3.48,2.29,1.99,1.28
2,Birch,2,a,1,2,15,11.3,5.8,4713,0.6,12.3,71.5,41.9,32.7,9.2,40.86,16.06,4.27,3.74,3.49,2.22,3.71,2.78
2,Birch,2,a,1,1,59,24.7,24.3,578,0.84,26.9,263.3,150.3,118,32.4,19.48,2.98,5.57,5.01,4.77,3.48,2.97,1.09
2,Birch,2,n,0,2,19,12.4,7.4,4900,0.98,21.1,125.5,55.9,47.3,8.6,4.74,2.12,4.83,4.02,3.86,2.15,1.56,0.75
2,Birch,2,n,0,0,11,5.8,2.5,18400,0.9,10.9,44.6,23.2,20.6,2.6,2.05,1.22,3.80,3.14,3.03,0.96,0.72,0.20
2,Birch,2,n,0,0,11,5.8,2.8,21700,1.06,13.1,50.9,27,23.1,3.9,2.05,1.54,3.93,3.30,3.14,1.36,0.72,0.43
2,Birch,2,n,0,-2,10,6.6,3.2,13933,0.89,11,49.3,24.9,22.3,2.6,5.62,1.54,3.90,3.21,3.10,0.96,1.73,0.43
2,Birch,2,n,0,-1,17,13.7,7.4,3300,0.69,14.1,115.7,59.1,50.1,9,3.13,1.11,4.75,4.08,3.91,2.20,1.14,0.10
2,Birch,2,n,0,-1,10,6.1,2.7,4407,0.75,8.3,34.1,18.5,16.1,2.4,2.02,1.37,3.53,2.92,2.78,0.88,0.70,0.31
2,Birch,2,n,0,-1,10,6.1,3,19100,1.11,13.7,56.7,29.2,23.8,5.4,2.03,1.44,4.04,3.37,3.17,1.69,0.71,0.36
2,Birch,2,n,0,-2,14,13.3,8.5,2010,0.64,11.4,68.4,33.2,30.1,3.2,3.8,0.63,4.23,3.50,3.40,1.16,1.34,-0.46
2,Birch,2,n,0,-2,12,11.3,6.8,1740,0.47,6.4,34,14,12.9,1.1,6.38,0.33,3.53,2.64,2.56,0.10,1.85,-1.11
2,Birch,2,n,0,-2,21,21.3,17.3,579,0.46,13.6,146.6,60.9,55.5,5.4,4.37,0.6,4.99,4.11,4.02,1.69,1.47,-0.51
2,Birch,2,n,0,0,54,23.6,21.8,513,0.61,19.1,200.4,93.1,87.6,5.5,6.01,0.37,5.30,4.53,4.47,1.70,1.79,-0.99
2,Birch,2,n,0,2,81,23.2,22.1,566,0.7,21.7,284.9,125.5,117,8.5,8.29,0.48,5.65,4.83,4.76,2.14,2.12,-0.73
2,Birch,2,n,0,0,55,24.1,23.2,554,0.75,23.4,261.8,105.7,97.5,8.1,7.3,0.45,5.57,4.66,4.58,2.09,1.99,-0.80
2,Birch,2,n,0,0,38,18.5,14.8,1159,0.71,19.8,174.5,97.9,90.7,7.2,15.33,0.87,5.16,4.58,4.51,1.97,2.73,-0.14
2,Birch,2,n,0,-1,39,21.9,18.6,710,0.64,19.3,227.8,124.3,116.1,8.2,12.03,0.51,5.43,4.82,4.75,2.10,2.49,-0.67
2,Birch,2,n,0,-1,21,15.5,11.3,1600,0.64,15.9,127.4,68.3,63.7,4.6,12.46,0.7,4.85,4.22,4.15,1.53,2.52,-0.36
2,Birch,2,n,0,0,34,15.9,11.9,1800,0.78,20.1,151.9,81.7,75.7,6,19.91,1.2,5.02,4.40,4.33,1.79,2.99,0.18
2,Birch,2,n,0,1,38,16,15.1,819,0.57,14.7,131,62,56.6,5.4,12.29,0.57,4.88,4.13,4.04,1.69,2.51,-0.56
2,Birch,2,n,0,2,55,18.6,15.9,622,0.57,12.4,117,64.8,61,3.9,5.31,0.35,4.76,4.17,4.11,1.36,1.67,-1.05
2,Birch,2,n,0,-2,19,13.1,9.8,1468,0.49,11.1,54.4,26.3,23.6,2.6,13.05,0.46,4.00,3.27,3.16,0.96,2.57,-0.78
2,Birch,2,n,0,-1,35,18.5,13,1606,0.77,21.2,204.5,99.2,91.3,7.9,30.68,0.85,5.32,4.60,4.51,2.07,3.42,-0.16
2,Birch,2,n,0,0,31,16.1,14.6,1200,0.79,20.2,158.1,83.3,72.1,11.2,11.21,3.39,5.06,4.42,4.28,2.42,2.42,1.22
2,Birch,2,n,0,0,27,14.2,9.8,1629,0.51,12.1,88.2,42.8,36.2,6.6,2.95,0.9,4.48,3.76,3.59,1.89,1.08,-0.11
2,Birch,2,n,0,1,35,18.2,15.6,864,0.6,16.5,147.2,77.8,66.1,11.8,4.58,1.43,4.99,4.35,4.19,2.47,1.52,0.36
2,Birch,2,n,0,0,37,20.8,17.2,837,0.66,19.3,199.8,103,88.6,14.3,25.81,2.65,5.30,4.63,4.48,2.66,3.25,0.97
2,Birch,2,n,0,-1,59,26.5,33.4,234,0.62,20.4,206.9,113.2,94.7,18.5,22.26,1.66,5.33,4.73,4.55,2.92,3.10,0.51
2,Birch,2,n,0,-1,28,16.7,12.3,1786,0.81,21.2,181.5,96,82.8,13.3,12.76,2.19,5.20,4.56,4.42,2.59,2.55,0.78
2,Birch,2,n,0,-1,20,16.2,10.8,2347,0.84,21.4,178.5,87.8,74.5,13.3,13.06,2.5,5.18,4.48,4.31,2.59,2.57,0.92
2,Birch,2,n,0,-1,40,20.8,16.3,848,0.6,17.8,173.3,97.6,84.4,13.2,15.75,2.28,5.16,4.58,4.44,2.58,2.76,0.82
2,Birch,2,n,0,-1,29,17.1,15.1,947,0.66,16.9,136.5,70.8,59.3,11.5,10.11,2.15,4.92,4.26,4.08,2.44,2.31,0.77
2,Birch,2,n,0,0,20,10.7,7.7,2950,0.69,13.6,77,41,31,9.9,11.53,2.24,4.34,3.71,3.43,2.29,2.44,0.81
2,Birch,2,n,0,-2,23,15,13.2,1390,0.78,18.9,132,69.1,57.1,12,12.61,2.06,4.88,4.24,4.04,2.48,2.53,0.72
2,Birch,2,n,0,-1,23,13.4,8.9,1506,0.41,9.4,71.7,39.7,33.1,6.6,7.03,1.16,4.27,3.68,3.50,1.89,1.95,0.15
2,Birch,2,n,0,-1,35,19.4,18.7,836,0.81,22.9,202.3,111.3,93.1,18.1,10.64,1.98,5.31,4.71,4.53,2.90,2.36,0.68
2,Birch,2,n,0,-1,23,18.4,16.4,1150,0.88,24.2,201.2,100.8,86.8,14,16.98,2.47,5.30,4.61,4.46,2.64,2.83,0.90
2,Birch,2,n,0,-1,11,7,4.1,5217,0.43,6.8,29.2,15.6,11.1,4.5,3.94,0.57,3.37,2.75,2.41,1.50,1.37,-0.56
2,Birch,2,a,1,-1,34,19.4,15.8,1250,0.88,24.6,178.3,97.1,81.8,15.4,10.55,3.54,5.18,4.58,4.40,2.73,2.36,1.26
2,Birch,2,a,1,0,21,9.9,6.6,6600,1.23,22.9,122.5,63.7,48.4,15.4,7.75,3.91,4.81,4.15,3.88,2.73,2.05,1.36
2,Birch,2,a,1,-2,31,19.6,14.4,1340,0.77,21.9,205,113.8,91.7,22.1,15.32,3.75,5.32,4.73,4.52,3.10,2.73,1.32
2,Birch,2,a,1,0,21,10.1,7,5980,1.26,23,132.2,73.2,58.5,14.6,7.45,4.11,4.88,4.29,4.07,2.68,2.01,1.41
2,Birch,2,a,1,-1,60,26.5,27.3,525,0.93,30.7,340.6,175.6,137.2,38.4,22.3,3.73,5.83,5.17,4.92,3.65,3.10,1.32
2,Birch,2,a,1,-2,14,9.7,6.4,3470,0.82,11.1,62.6,32.7,26,6.6,3.65,2.26,4.14,3.49,3.26,1.89,1.29,0.82
2,Birch,2,a,1,-2,8,7.1,3.7,11225,0.82,12,56.4,30.5,19.6,10.9,5.18,3.78,4.03,3.42,2.98,2.39,1.64,1.33
2,Aspen,4,n,0,0,29,19.3,17.7,1407,0.75,32.7,369.6,140,123.2,16.8,25.25,4.56,5.91,4.94,4.81,2.82,3.23,1.52
2,Aspen,4,n,0,0,17,12.4,8.5,3189,0.62,18.1,115.6,46.2,38.2,8,14.49,3.09,4.75,3.83,3.64,2.08,2.67,1.13
2,Aspen,4,n,0,0,26,16.6,15.2,857,0.46,15.6,126.7,47.3,39.3,8,16.04,4.01,4.84,3.86,3.67,2.08,2.78,1.39
2,Aspen,4,n,0,0,40,21.3,19.6,707,0.56,21.4,227.1,89,77,12,22.81,3.97,5.43,4.49,4.34,2.48,3.13,1.38
2,Aspen,4,n,0,0,33,21.2,19.6,871,0.72,26.2,295.7,140.9,123.2,17.7,28.46,3.82,5.69,4.95,4.81,2.87,3.35,1.34
2,Aspen,4,n,0,-1,22,15.7,11,2076,0.59,19.9,161,61,51.5,9.5,10.57,3.23,5.08,4.11,3.94,2.25,2.36,1.17
2,Aspen,4,n,0,-2,15,13.8,8.6,2400,0.54,14.4,107,54.2,42.5,11.8,3.31,2.38,4.67,3.99,3.75,2.47,1.20,0.87
2,Aspen,4,n,0,-1,14,12.9,8.3,3845,0.79,21,146,59.1,51,8.2,15.33,5.1,4.98,4.08,3.93,2.10,2.73,1.63
2,Aspen,4,n,0,-2,42,25.7,26.5,730,0.98,39.8,475,217,195.2,21.8,57.86,5.88,6.16,5.38,5.27,3.08,4.06,1.77
2,Aspen,4,n,0,1,14,9.5,6.1,5875,0.66,16.3,88.1,39.5,33.7,5.7,14.31,4.42,4.48,3.68,3.52,1.74,2.66,1.49
2,Aspen,4,n,0,0,51,25.2,25.3,562,0.7,28.3,314.8,127.3,112.2,15.1,36.06,5.19,5.75,4.85,4.72,2.71,3.59,1.65
2,Aspen,4,n,0,-1,44,25.2,25.9,588,0.75,30.9,359,169.6,152.8,16.8,41.01,6,5.88,5.13,5.03,2.82,3.71,1.79
2,Aspen,4,n,0,-1,18,13,7.4,4492,0.66,19.2,144,66.6,57.4,9.2,7.42,2.13,4.97,4.20,4.05,2.22,2.00,0.76
2,Aspen,4,n,0,-2,16,14.5,10.6,2688,0.8,23.6,177.1,80.2,71.5,8.7,14.9,3.46,5.18,4.38,4.27,2.16,2.70,1.24
2,Aspen,4,n,0,-1,19,15,8.9,1950,0.38,12.2,94.5,38.6,34.5,4.1,6.78,2.53,4.55,3.65,3.54,1.41,1.91,0.93
2,Aspen,4,n,0,-1,21,15.2,10.5,2210,0.59,19,153.9,58.9,52.1,6.8,13.49,2.3,5.04,4.08,3.95,1.92,2.60,0.83
2,Aspen,4,n,0,-1,18,13.2,10.6,1633,0.48,14.3,91.4,36.4,30.5,6,16.27,2.62,4.52,3.59,3.42,1.79,2.79,0.96
2,Aspen,4,n,0,-1,34,18.3,19.3,1079,0.9,31.6,278.7,122.4,101.2,21.2,37.83,5.36,5.63,4.81,4.62,3.05,3.63,1.68
2,Aspen,4,n,0,-1,8,5.4,2.4,38733,0.8,17.1,64.9,29,26.2,2.9,6.34,8.57,4.17,3.37,3.27,1.06,1.85,2.15
2,Aspen,4,n,0,-2,2,3.1,1.1,131400,2.3,13.8,31.4,14.3,10.9,3.5,1.36,2.51,3.45,2.66,2.39,1.25,0.31,0.92
2,Aspen,4,n,0,-2,2,2.7,1.1,125600,2,12.1,28.3,12.9,9.2,3.7,1.93,3.54,3.34,2.56,2.22,1.31,0.66,1.26
2,Aspen,4,n,0,-2,27,18.4,16.2,1312,0.76,27.1,254.7,127.9,118.8,9.1,18.43,2.53,5.54,4.85,4.78,2.21,2.91,0.93
2,Aspen,4,n,0,-1,26,20.4,17.2,1365,0.85,31.8,328.7,122.6,113.9,8.7,27.18,4.35,5.80,4.81,4.74,2.16,3.30,1.47
2,Aspen,4,n,0,2,16,16.5,10.8,1950,0.52,17.7,158.6,62.8,57.3,5.5,4.76,0.96,5.07,4.14,4.05,1.70,1.56,-0.04
2,Aspen,4,n,0,3,24,17,11.7,1513,0.49,16.4,161.6,55.3,49.4,5.8,4.91,1.12,5.09,4.01,3.90,1.76,1.59,0.11
2,Aspen,4,n,0,-1,22,16.8,11.2,1232,0.44,15.1,114.4,42.8,38,4.9,5.85,0.93,4.74,3.76,3.64,1.59,1.77,-0.07
2,Alder,3,n,0,-2,18,12.2,7,3967,0.73,15.2,116.2,51.2,45.3,6,3.2,2.22,4.76,3.94,3.81,1.79,1.16,0.80
2,Alder,3,a,1,-2,42,22.9,19.4,1471,1.25,43.4,552.8,244.6,218.7,25.9,5.63,2.12,6.31,5.50,5.39,3.25,1.73,0.75
2,Alder,3,n,0,-1,27,20.5,18.5,500,0.41,13.4,133.7,62.7,55.3,7.4,3.3,1.69,4.90,4.14,4.01,2.00,1.19,0.52
2,Alder,3,n,0,2,61,20.3,32,219,0.56,17.6,160.1,69.8,61,8.8,2.43,0.97,5.08,4.25,4.11,2.17,0.89,-0.03
2,Alder,3,n,0,0,7,8.3,4.8,5850,0.94,10.8,50.2,21.4,17.9,3.5,2.89,1.94,3.92,3.06,2.88,1.25,1.06,0.66
2,Alder,3,n,0,0,8,7.8,4.4,5900,0.71,9.2,39.8,17.8,15.7,2.1,2.26,2.04,3.68,2.88,2.75,0.74,0.82,0.71
2,Alder,3,n,0,0,16,12.7,9,3225,0.97,20.5,123.6,47.1,42.6,4.5,2.14,1.21,4.82,3.85,3.75,1.50,0.76,0.19
2,Alder,3,n,0,0,15,12.2,8.1,3971,0.99,20.3,141.7,51.9,47.8,4.1,2.11,1.16,4.95,3.95,3.87,1.41,0.75,0.15
2,Birch,2,n,0,2,21,14.3,12.4,2060,1.08,25.1,176.5,100.7,84.6,16.1,16.9,4.74,5.17,4.61,4.44,2.78,2.83,1.56
2,Birch,2,n,0,1,66,21.1,25.6,408,0.71,21,191.6,99.9,80.8,19.1,16.6,2.13,5.26,4.60,4.39,2.95,2.81,0.76
